213
216
219
164
1615
103
95
116
101
100
98
113
104
103
107
98
114
109
113
109
110
102
96
101
99
104
96
93
96
100
101
96
103
103
96
809
101
100
101
99
101
101
95
106
104
98
96
101
97
105
96
98
94
104
98
94
96
93
95
95
102
95
103
97
101
115
156
200
221
103
223
194
95
153
116
192
380
94
282
216
95
160
309
119
187
307
307
116
191
213
100
101
98
95
92
101
98
94
96
103
